               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.021594,           0.0046039,           0.0034846,             0.99482,             0.97888,             0.99357,             0.78178,             0.01631,           0.0029302,           0.0010663,           0.0071566,           0.0071566,           0.0071566
                 154,            0.021643,           0.0047117,           0.0046159,              0.9912,             0.97173,             0.99271,             0.78144,            0.016336,           0.0029464,           0.0013639,           0.0071236,           0.0071236,           0.0071236
                 155,            0.021798,           0.0046845,           0.0045884,             0.98786,             0.97405,              0.9927,             0.78441,            0.016312,           0.0029417,           0.0012715,           0.0070906,           0.0070906,           0.0070906
                 156,            0.021866,           0.0047621,           0.0039073,              0.9876,             0.97508,             0.99284,             0.78255,            0.016184,           0.0029337,           0.0014202,           0.0070575,           0.0070575,           0.0070575
                 157,            0.021644,           0.0046763,           0.0037729,             0.99078,             0.97683,             0.99297,              0.7845,            0.016181,           0.0029177,           0.0012947,           0.0070243,           0.0070243,           0.0070243
                 158,            0.021542,           0.0046461,           0.0038185,             0.99522,              0.9751,             0.99341,             0.78673,            0.016362,           0.0029144,           0.0012159,            0.006991,            0.006991,            0.006991
                 159,               0.022,           0.0045733,           0.0040552,             0.99134,             0.98185,             0.99306,             0.78126,             0.01656,            0.002911,           0.0012152,           0.0069576,           0.0069576,           0.0069576
                 160,            0.021585,           0.0045743,           0.0037943,             0.98811,              0.9823,              0.9931,             0.78021,            0.016581,           0.0029167,           0.0011758,           0.0069241,           0.0069241,           0.0069241
                 161,            0.021346,           0.0045229,           0.0035823,             0.99002,             0.97858,             0.99352,             0.78233,            0.016427,           0.0029124,           0.0011146,           0.0068906,           0.0068906,           0.0068906
                 162,            0.021551,           0.0046511,           0.0042755,              0.9888,             0.97301,             0.99361,              0.7793,            0.016636,           0.0029443,           0.0010587,           0.0068569,           0.0068569,           0.0068569
                 163,            0.022636,           0.0048616,           0.0044495,             0.99343,             0.97372,             0.99374,             0.77855,             0.01687,           0.0029681,           0.0010541,           0.0068232,           0.0068232,           0.0068232
                 164,            0.021889,           0.0046643,            0.003991,             0.98992,             0.97846,             0.99372,              0.7759,            0.016753,           0.0029523,           0.0010545,           0.0067894,           0.0067894,           0.0067894
                 165,             0.02182,           0.0047112,           0.0038737,             0.99438,             0.97972,             0.99383,             0.77753,            0.016731,           0.0029451,           0.0010518,           0.0067555,           0.0067555,           0.0067555
                 166,            0.021429,           0.0045247,           0.0038619,             0.99816,             0.97366,             0.99406,             0.77861,            0.016535,           0.0029273,           0.0010102,           0.0067215,           0.0067215,           0.0067215
                 167,            0.021698,           0.0045506,           0.0035006,             0.99299,             0.97888,             0.99436,             0.78364,            0.016567,           0.0029288,          0.00099861,           0.0066874,           0.0066874,           0.0066874
                 168,            0.021224,           0.0043802,           0.0036848,             0.99496,             0.97708,             0.99435,             0.78275,            0.016578,           0.0029223,          0.00096436,           0.0066533,           0.0066533,           0.0066533
                 169,            0.021116,           0.0044903,           0.0038374,             0.99002,             0.98112,             0.99416,             0.78248,            0.016504,           0.0029108,          0.00098297,           0.0066191,           0.0066191,           0.0066191
                 170,            0.021071,           0.0044847,           0.0037126,             0.99282,             0.98033,             0.99421,             0.78304,            0.016487,           0.0029132,           0.0010024,           0.0065848,           0.0065848,           0.0065848
                 171,            0.021108,           0.0044283,           0.0035638,             0.98907,             0.98284,             0.99419,             0.78507,            0.016276,           0.0029091,           0.0010742,           0.0065505,           0.0065505,           0.0065505
                 172,            0.021214,           0.0044774,           0.0035666,              0.9898,             0.98247,             0.99424,             0.78689,            0.016307,           0.0029059,           0.0010392,           0.0065161,           0.0065161,           0.0065161
                 173,            0.020989,           0.0044795,           0.0034036,             0.99062,             0.98262,             0.99429,             0.78518,            0.016251,           0.0028964,          0.00098927,           0.0064816,           0.0064816,           0.0064816
                 174,             0.02083,           0.0044032,           0.0034451,             0.98723,             0.98308,             0.99419,             0.78482,            0.016222,           0.0028841,           0.0010123,           0.0064471,           0.0064471,           0.0064471
                 175,            0.021046,           0.0045189,           0.0036902,             0.99213,             0.98188,             0.99412,             0.78771,            0.016158,           0.0028776,          0.00099609,           0.0064125,           0.0064125,           0.0064125
                 176,            0.020858,           0.0044335,           0.0032507,             0.99135,             0.98087,             0.99382,             0.78597,            0.016197,           0.0028795,          0.00099264,           0.0063779,           0.0063779,           0.0063779
                 177,            0.021018,           0.0045066,           0.0038807,              0.9926,             0.98169,              0.9935,             0.78644,            0.016042,           0.0028606,               0.001,           0.0063432,           0.0063432,           0.0063432
                 178,            0.021361,           0.0045049,           0.0041165,             0.99177,             0.97866,             0.99325,             0.78742,            0.016026,           0.0028741,          0.00099631,           0.0063085,           0.0063085,           0.0063085
                 179,            0.021282,           0.0045936,           0.0039495,             0.99244,             0.97945,             0.99331,             0.78642,            0.016029,           0.0028736,          0.00097747,           0.0062737,           0.0062737,           0.0062737
                 180,            0.021109,           0.0044673,           0.0034881,             0.99132,             0.98123,             0.99348,              0.7885,            0.016139,           0.0028805,          0.00095793,           0.0062388,           0.0062388,           0.0062388
                 181,            0.021248,            0.004688,           0.0039515,             0.98977,             0.98012,             0.99335,             0.78849,            0.016048,           0.0028845,           0.0009591,            0.006204,            0.006204,            0.006204
                 182,              0.0212,           0.0044831,           0.0032895,             0.98856,             0.97948,             0.99315,             0.78712,            0.016163,           0.0028938,          0.00097438,            0.006169,            0.006169,            0.006169
                 183,            0.020904,           0.0045409,           0.0036728,             0.99099,             0.97757,             0.99313,             0.78568,            0.016293,           0.0029065,          0.00098964,           0.0061341,           0.0061341,           0.0061341
                 184,            0.021434,           0.0046011,           0.0038569,             0.99015,             0.97669,             0.99302,             0.78778,            0.016243,            0.002922,          0.00099942,            0.006099,            0.006099,            0.006099
                 185,             0.02118,           0.0045536,           0.0037891,             0.98865,             0.97952,             0.99329,             0.78523,            0.016217,           0.0029192,          0.00099042,            0.006064,            0.006064,            0.006064
                 186,            0.021277,           0.0045023,           0.0035406,             0.99038,             0.98179,             0.99362,             0.78575,            0.016186,            0.002913,          0.00098084,           0.0060289,           0.0060289,           0.0060289
                 187,            0.021427,           0.0044941,            0.003465,             0.98632,             0.98629,              0.9936,             0.78773,            0.016136,           0.0028987,          0.00096847,           0.0059938,           0.0059938,           0.0059938
                 188,            0.020592,           0.0043658,           0.0035125,             0.98504,             0.98641,             0.99355,             0.78504,            0.016189,           0.0028952,          0.00096295,           0.0059587,           0.0059587,           0.0059587
                 189,            0.020827,           0.0045503,           0.0035388,             0.99086,             0.98148,              0.9936,             0.78718,            0.016135,           0.0028787,          0.00094635,           0.0059235,           0.0059235,           0.0059235
                 190,            0.020675,           0.0044013,           0.0034828,             0.98795,             0.98505,             0.99354,             0.78879,            0.016148,            0.002875,          0.00094098,           0.0058883,           0.0058883,           0.0058883
                 191,            0.020871,           0.0044278,             0.00388,             0.99443,             0.97864,             0.99365,             0.78611,            0.016185,           0.0028836,          0.00094566,           0.0058531,           0.0058531,           0.0058531
                 192,            0.020868,           0.0045301,           0.0035085,             0.99383,             0.98177,             0.99366,              0.7842,            0.016174,           0.0028858,          0.00093762,           0.0058178,           0.0058178,           0.0058178
                 193,            0.020563,           0.0044229,           0.0033626,             0.99681,              0.9735,             0.99352,             0.78612,            0.016118,           0.0028756,          0.00093578,           0.0057826,           0.0057826,           0.0057826
                 194,            0.020918,           0.0044211,           0.0038145,             0.99584,             0.97435,             0.99375,              0.7879,            0.016009,           0.0028743,          0.00092792,           0.0057473,           0.0057473,           0.0057473
                 195,            0.020791,           0.0044719,           0.0036659,             0.99392,             0.97426,             0.99381,             0.78704,            0.015972,           0.0028719,          0.00093052,            0.005712,            0.005712,            0.005712
                 196,            0.020397,           0.0043455,           0.0032868,              0.9935,             0.97527,             0.99384,             0.78788,            0.015984,           0.0028635,          0.00093337,           0.0056767,           0.0056767,           0.0056767
                 197,            0.020447,            0.004326,           0.0032806,             0.99132,             0.98109,             0.99397,             0.78674,            0.016022,           0.0028514,          0.00093695,           0.0056413,           0.0056413,           0.0056413
                 198,            0.020712,           0.0044125,           0.0032048,             0.99576,                0.98,             0.99403,             0.78752,            0.015974,           0.0028375,          0.00092611,            0.005606,            0.005606,            0.005606
                 199,            0.020384,           0.0043954,           0.0033097,             0.99356,             0.98261,             0.99409,             0.78862,            0.015992,           0.0028334,          0.00093281,           0.0055707,           0.0055707,           0.0055707
                 200,            0.020107,            0.004343,            0.002926,              0.9952,             0.98253,             0.99409,             0.78972,            0.015916,            0.002827,          0.00091952,           0.0055353,           0.0055353,           0.0055353
                 201,             0.02031,           0.0043124,           0.0032221,              0.9956,             0.98329,             0.99413,             0.79084,            0.015867,           0.0028209,          0.00091491,              0.0055,              0.0055,              0.0055
                 202,            0.020097,           0.0043876,           0.0032052,             0.99602,             0.98323,             0.99409,             0.78855,            0.015855,           0.0028217,          0.00091221,           0.0054647,           0.0054647,           0.0054647
                 203,            0.020485,            0.004355,           0.0033271,             0.99579,             0.98327,             0.99401,             0.78931,            0.015862,           0.0028211,          0.00090803,           0.0054293,           0.0054293,           0.0054293
                 204,            0.020124,           0.0043048,           0.0031395,             0.99677,             0.98434,             0.99403,             0.78988,            0.015867,            0.002818,          0.00089008,            0.005394,            0.005394,            0.005394
                 205,            0.020447,           0.0042648,           0.0029052,              0.9966,             0.98433,             0.99395,             0.79182,            0.015858,           0.0028159,          0.00088808,           0.0053587,           0.0053587,           0.0053587
                 206,            0.020252,           0.0042685,           0.0034977,             0.99548,             0.98335,             0.99408,             0.79333,            0.015826,           0.0028131,          0.00088041,           0.0053233,           0.0053233,           0.0053233
                 207,            0.020149,           0.0042834,           0.0033018,             0.99666,              0.9824,             0.99419,             0.79226,            0.015809,           0.0028127,          0.00086659,            0.005288,            0.005288,            0.005288
                 208,            0.020132,           0.0043116,           0.0032414,             0.99725,             0.98165,             0.99417,              0.7928,            0.015808,           0.0028114,          0.00085801,           0.0052527,           0.0052527,           0.0052527
                 209,            0.020499,           0.0042163,           0.0034169,             0.99652,             0.98219,             0.99417,             0.79228,            0.015789,           0.0028114,          0.00085849,           0.0052174,           0.0052174,           0.0052174
                 210,            0.020083,           0.0043154,           0.0032168,             0.99679,             0.98341,             0.99425,             0.79248,             0.01578,           0.0028108,           0.0008558,           0.0051822,           0.0051822,           0.0051822
                 211,            0.019716,           0.0043491,           0.0029459,             0.99651,             0.98381,             0.99427,             0.79363,            0.015754,           0.0028078,          0.00084325,           0.0051469,           0.0051469,           0.0051469
                 212,            0.020325,           0.0042834,           0.0030528,             0.99532,             0.98454,              0.9943,             0.79327,            0.015737,           0.0028024,          0.00083874,           0.0051117,           0.0051117,           0.0051117
                 213,            0.020287,           0.0043101,           0.0032148,              0.9963,             0.98371,             0.99435,             0.79338,            0.015734,           0.0028009,          0.00083738,           0.0050765,           0.0050765,           0.0050765
                 214,            0.019871,           0.0041765,            0.003192,             0.99534,             0.98431,             0.99439,             0.79326,            0.015754,           0.0028011,          0.00083442,           0.0050413,           0.0050413,           0.0050413
                 215,            0.020013,           0.0041628,           0.0032672,             0.99602,             0.98419,             0.99448,             0.79453,            0.015725,           0.0027982,          0.00082978,           0.0050062,           0.0050062,           0.0050062
                 216,            0.020258,           0.0043095,           0.0035637,             0.99613,             0.98323,             0.99442,             0.79498,            0.015715,            0.002799,          0.00083189,           0.0049711,           0.0049711,           0.0049711
                 217,            0.020402,           0.0042306,           0.0030527,             0.99592,             0.98402,             0.99435,             0.79697,            0.015702,           0.0027984,          0.00083228,            0.004936,            0.004936,            0.004936
                 218,            0.020008,             0.00426,           0.0035976,             0.99752,             0.98268,             0.99431,             0.79329,            0.015717,           0.0028014,          0.00083177,            0.004901,            0.004901,            0.004901
                 219,            0.019927,           0.0042748,           0.0030729,             0.99794,             0.98249,             0.99427,             0.79346,            0.015717,            0.002803,          0.00082554,           0.0048659,           0.0048659,           0.0048659
                 220,            0.019739,             0.00422,           0.0030571,             0.99785,              0.9822,             0.99423,             0.79504,            0.015746,           0.0028025,            0.000822,            0.004831,            0.004831,            0.004831
                 221,            0.019711,           0.0043106,           0.0029626,             0.99776,             0.98255,             0.99431,             0.79367,            0.015767,           0.0027996,           0.0008166,            0.004796,            0.004796,            0.004796
                 222,            0.019895,           0.0041824,           0.0029653,             0.99795,             0.98268,             0.99437,             0.79539,            0.015754,           0.0027973,           0.0008146,           0.0047612,           0.0047612,           0.0047612
                 223,            0.019774,           0.0041634,           0.0029999,             0.99795,             0.98279,             0.99437,             0.79308,            0.015734,           0.0027958,          0.00080479,           0.0047263,           0.0047263,           0.0047263
                 224,            0.019702,           0.0041767,            0.003038,             0.99785,             0.98325,             0.99451,              0.7947,            0.015728,           0.0027948,           0.0007945,           0.0046915,           0.0046915,           0.0046915
                 225,            0.019804,           0.0043583,           0.0029696,             0.99777,             0.98361,             0.99449,             0.79451,            0.015691,           0.0027919,          0.00079286,           0.0046568,           0.0046568,           0.0046568
                 226,            0.019794,           0.0043384,           0.0031019,             0.99712,             0.98415,             0.99449,             0.79485,            0.015708,           0.0027893,          0.00078335,           0.0046221,           0.0046221,           0.0046221
                 227,            0.019764,           0.0041702,           0.0026926,             0.99694,             0.98449,             0.99449,             0.79426,            0.015716,           0.0027858,          0.00077612,           0.0045875,           0.0045875,           0.0045875
                 228,            0.019594,           0.0040602,           0.0027298,             0.99621,             0.98588,             0.99452,             0.79297,            0.015698,           0.0027839,          0.00077166,           0.0045529,           0.0045529,           0.0045529
                 229,            0.019511,           0.0042555,           0.0028977,             0.99616,             0.98604,              0.9945,              0.7945,            0.015691,           0.0027808,          0.00077055,           0.0045184,           0.0045184,           0.0045184
                 230,            0.019504,            0.004188,           0.0030227,             0.99658,             0.98631,             0.99454,             0.79613,            0.015682,           0.0027772,          0.00076798,           0.0044839,           0.0044839,           0.0044839
                 231,            0.019548,           0.0042191,            0.003094,             0.99656,             0.98644,             0.99451,             0.79758,            0.015679,            0.002776,          0.00077215,           0.0044495,           0.0044495,           0.0044495
                 232,            0.019521,           0.0041316,           0.0030487,             0.99405,             0.98639,             0.99444,             0.79803,            0.015681,           0.0027705,          0.00077334,           0.0044152,           0.0044152,           0.0044152
                 233,            0.019628,           0.0041451,           0.0025496,             0.99338,             0.98646,             0.99443,             0.79969,            0.015642,           0.0027664,          0.00077041,           0.0043809,           0.0043809,           0.0043809
                 234,            0.019849,           0.0041705,            0.002932,             0.99546,             0.98323,             0.99441,             0.80015,            0.015617,           0.0027631,          0.00077439,           0.0043467,           0.0043467,           0.0043467
                 235,            0.019708,           0.0041258,           0.0029454,             0.99584,             0.98286,              0.9943,             0.79827,            0.015606,           0.0027612,           0.0007812,           0.0043126,           0.0043126,           0.0043126
                 236,            0.019365,           0.0041741,           0.0026674,             0.99639,              0.9827,             0.99417,             0.79862,            0.015599,           0.0027591,          0.00078536,           0.0042785,           0.0042785,           0.0042785
                 237,            0.019491,           0.0040175,           0.0031862,             0.99516,             0.98412,             0.99408,              0.7976,            0.015577,           0.0027558,          0.00079122,           0.0042445,           0.0042445,           0.0042445
                 238,            0.019581,           0.0042451,           0.0031593,             0.99558,             0.98402,              0.9941,             0.79736,            0.015541,           0.0027536,            0.000789,           0.0042106,           0.0042106,           0.0042106
                 239,            0.019243,           0.0040661,            0.002767,             0.99586,             0.98423,             0.99418,              0.7973,            0.015527,           0.0027519,          0.00078489,           0.0041768,           0.0041768,           0.0041768
                 240,            0.019302,           0.0040876,            0.002734,             0.99593,              0.9843,             0.99416,             0.79794,            0.015527,           0.0027502,          0.00078367,           0.0041431,           0.0041431,           0.0041431
                 241,            0.019094,           0.0041115,           0.0027098,             0.99559,             0.98472,             0.99416,             0.79622,            0.015498,           0.0027476,          0.00078368,           0.0041094,           0.0041094,           0.0041094
                 242,              0.0193,            0.004091,           0.0025925,             0.99553,             0.98507,             0.99412,             0.79831,            0.015492,            0.002744,          0.00078088,           0.0040759,           0.0040759,           0.0040759
                 243,            0.018996,           0.0040927,            0.002876,             0.99603,             0.98458,             0.99407,             0.79816,            0.015474,           0.0027417,          0.00078212,           0.0040424,           0.0040424,           0.0040424
                 244,            0.019142,           0.0041294,           0.0031276,             0.99591,             0.98458,             0.99407,             0.79752,             0.01546,           0.0027384,          0.00078106,            0.004009,            0.004009,            0.004009
                 245,            0.019306,            0.004191,           0.0029185,             0.99557,              0.9851,             0.99405,              0.7966,            0.015476,           0.0027369,          0.00077915,           0.0039757,           0.0039757,           0.0039757
                 246,            0.019183,           0.0041144,           0.0027264,             0.99508,             0.98517,             0.99406,             0.79634,            0.015479,           0.0027349,          0.00077712,           0.0039425,           0.0039425,           0.0039425
                 247,            0.019206,           0.0040577,           0.0025717,             0.99513,              0.9852,             0.99403,             0.79703,            0.015467,           0.0027321,          0.00077377,           0.0039094,           0.0039094,           0.0039094
                 248,            0.019416,           0.0041517,           0.0029008,             0.99543,             0.98509,             0.99398,             0.79688,            0.015476,           0.0027308,          0.00077571,           0.0038764,           0.0038764,           0.0038764
                 249,            0.019282,           0.0040939,           0.0031048,             0.99565,             0.98506,             0.99398,             0.79707,             0.01547,           0.0027292,          0.00077231,           0.0038434,           0.0038434,           0.0038434
                 250,            0.019323,           0.0041159,           0.0032268,             0.99594,             0.98456,             0.99409,              0.7974,            0.015471,           0.0027274,           0.0007668,           0.0038106,           0.0038106,           0.0038106
                 251,            0.019401,           0.0040848,           0.0026681,             0.99631,             0.98416,             0.99416,             0.79756,             0.01545,           0.0027239,          0.00076037,           0.0037779,           0.0037779,           0.0037779
                 252,            0.019334,           0.0042319,           0.0027272,             0.99625,             0.98421,             0.99416,             0.79727,            0.015438,            0.002721,          0.00075551,           0.0037453,           0.0037453,           0.0037453
                 253,            0.019334,           0.0041231,           0.0029684,             0.99632,             0.98426,             0.99428,             0.79812,            0.015438,           0.0027195,          0.00075134,           0.0037128,           0.0037128,           0.0037128
                 254,            0.019284,           0.0041245,           0.0029492,             0.99646,             0.98421,             0.99428,             0.79827,            0.015422,            0.002717,          0.00074657,           0.0036805,           0.0036805,           0.0036805
                 255,            0.019092,           0.0041189,           0.0026549,             0.99646,             0.98437,             0.99426,             0.79926,            0.015415,           0.0027142,           0.0007446,           0.0036482,           0.0036482,           0.0036482
                 256,             0.01904,           0.0040657,           0.0027906,             0.99646,             0.98447,              0.9943,             0.79977,              0.0154,            0.002711,          0.00074023,            0.003616,            0.003616,            0.003616
                 257,            0.019091,           0.0040392,           0.0030137,             0.99652,             0.98435,             0.99435,             0.80084,            0.015392,           0.0027088,          0.00073471,            0.003584,            0.003584,            0.003584
                 258,            0.018894,           0.0040841,           0.0026258,             0.99649,             0.98435,             0.99437,             0.80148,            0.015387,            0.002707,          0.00072875,           0.0035521,           0.0035521,           0.0035521
                 259,            0.018912,           0.0040681,           0.0026852,             0.99637,             0.98441,             0.99435,             0.80123,            0.015375,           0.0027044,          0.00072536,           0.0035203,           0.0035203,           0.0035203
                 260,             0.01873,           0.0041415,           0.0026357,             0.99636,             0.98429,             0.99434,              0.8009,            0.015356,           0.0027024,          0.00072372,           0.0034886,           0.0034886,           0.0034886
                 261,            0.018803,           0.0040422,           0.0024744,             0.99623,             0.98421,             0.99435,             0.80163,            0.015348,           0.0027009,          0.00072183,            0.003457,            0.003457,            0.003457
                 262,            0.019232,           0.0040772,           0.0028287,             0.99621,             0.98421,             0.99437,             0.80245,            0.015327,           0.0026991,          0.00071905,           0.0034256,           0.0034256,           0.0034256
                 263,             0.01885,           0.0040099,           0.0028092,             0.99619,             0.98422,             0.99437,              0.8021,            0.015313,           0.0026965,          0.00071944,           0.0033943,           0.0033943,           0.0033943
                 264,            0.018933,            0.003961,           0.0027412,              0.9962,             0.98422,             0.99436,             0.80263,            0.015305,           0.0026946,           0.0007194,           0.0033631,           0.0033631,           0.0033631
                 265,            0.019084,           0.0040239,           0.0026933,             0.99624,             0.98408,             0.99432,             0.80297,            0.015309,           0.0026925,          0.00071958,           0.0033321,           0.0033321,           0.0033321
                 266,            0.018654,           0.0040948,            0.002512,             0.99626,             0.98404,             0.99432,             0.80234,             0.01531,           0.0026911,          0.00071966,           0.0033012,           0.0033012,           0.0033012
                 267,            0.018466,           0.0040631,            0.002603,              0.9963,             0.98392,             0.99426,             0.80299,            0.015307,           0.0026904,          0.00071907,           0.0032704,           0.0032704,           0.0032704
                 268,            0.018569,           0.0040601,           0.0025444,              0.9961,             0.98387,             0.99426,             0.80265,              0.0153,           0.0026892,          0.00071811,           0.0032398,           0.0032398,           0.0032398
                 269,            0.018792,           0.0040556,           0.0025781,             0.99594,             0.98391,             0.99426,             0.80289,            0.015292,           0.0026879,          0.00071665,           0.0032093,           0.0032093,           0.0032093
                 270,            0.018519,           0.0039621,           0.0024018,              0.9959,             0.98387,             0.99426,              0.8027,            0.015288,            0.002687,          0.00071606,            0.003179,            0.003179,            0.003179
                 271,            0.018675,           0.0040407,           0.0024573,             0.99583,             0.98382,             0.99421,             0.80267,            0.015285,           0.0026864,          0.00071574,           0.0031488,           0.0031488,           0.0031488
                 272,            0.018487,           0.0040334,           0.0024761,             0.99582,             0.98386,             0.99428,             0.80364,            0.015281,           0.0026857,          0.00071104,           0.0031187,           0.0031187,           0.0031187
                 273,            0.018698,           0.0039763,           0.0026038,             0.99574,             0.98391,             0.99428,             0.80516,            0.015281,            0.002685,          0.00070862,           0.0030888,           0.0030888,           0.0030888
                 274,            0.018366,            0.003984,           0.0025691,             0.99569,             0.98391,             0.99426,             0.80491,            0.015282,           0.0026845,          0.00070635,            0.003059,            0.003059,            0.003059
                 275,            0.018545,           0.0040574,           0.0027349,             0.99555,              0.9839,             0.99426,             0.80508,             0.01528,           0.0026837,           0.0007023,           0.0030294,           0.0030294,           0.0030294
                 276,            0.018563,           0.0040109,           0.0029696,             0.99547,             0.98387,             0.99426,             0.80539,             0.01528,           0.0026836,          0.00070031,           0.0029999,           0.0029999,           0.0029999
                 277,            0.018476,           0.0040329,           0.0025475,             0.99548,             0.98379,              0.9943,             0.80386,            0.015274,           0.0026826,          0.00069785,           0.0029706,           0.0029706,           0.0029706
                 278,            0.018648,           0.0040074,           0.0027222,              0.9953,             0.98379,             0.99429,             0.80382,            0.015269,           0.0026837,          0.00069567,           0.0029415,           0.0029415,           0.0029415
                 279,            0.018503,           0.0040462,           0.0026136,             0.99523,             0.98382,              0.9943,               0.805,            0.015273,           0.0026833,          0.00069504,           0.0029125,           0.0029125,           0.0029125
                 280,            0.018521,           0.0039479,           0.0026895,             0.99519,             0.98394,              0.9943,             0.80533,            0.015266,           0.0026821,          0.00069383,           0.0028836,           0.0028836,           0.0028836
                 281,            0.018536,           0.0040588,           0.0023549,              0.9952,             0.98388,              0.9943,             0.80559,            0.015286,           0.0026826,          0.00069127,            0.002855,            0.002855,            0.002855
                 282,            0.018344,           0.0039722,           0.0024767,             0.99528,             0.98393,              0.9943,              0.8049,            0.015284,            0.002682,          0.00068963,           0.0028265,           0.0028265,           0.0028265
                 283,            0.018414,           0.0040626,           0.0024907,             0.99535,             0.98393,             0.99434,             0.80494,            0.015292,           0.0026817,           0.0006878,           0.0027981,           0.0027981,           0.0027981
                 284,            0.018208,           0.0040135,           0.0025951,              0.9954,             0.98385,             0.99436,             0.80522,            0.015301,           0.0026806,          0.00068484,           0.0027699,           0.0027699,           0.0027699
                 285,            0.018225,           0.0039995,           0.0025166,             0.99544,             0.98389,             0.99436,             0.80609,            0.015291,           0.0026797,          0.00068299,           0.0027419,           0.0027419,           0.0027419
                 286,            0.018171,           0.0039887,           0.0027087,             0.99557,             0.98394,             0.99443,             0.80622,            0.015284,           0.0026783,           0.0006786,           0.0027141,           0.0027141,           0.0027141
                 287,            0.018512,            0.003952,           0.0025452,             0.99561,             0.98393,             0.99446,             0.80724,            0.015274,           0.0026776,          0.00067593,           0.0026864,           0.0026864,           0.0026864
                 288,            0.018447,           0.0039528,           0.0026275,             0.99575,             0.98397,             0.99446,             0.80615,            0.015273,           0.0026767,          0.00067373,           0.0026589,           0.0026589,           0.0026589
                 289,            0.018239,           0.0039718,           0.0024093,             0.99547,             0.98426,             0.99446,             0.80799,             0.01527,           0.0026762,          0.00067186,           0.0026316,           0.0026316,           0.0026316
                 290,            0.018226,           0.0038938,           0.0024172,             0.99546,             0.98436,             0.99446,             0.80829,            0.015257,           0.0026752,           0.0006687,           0.0026044,           0.0026044,           0.0026044
                 291,            0.018183,           0.0038903,           0.0024384,             0.99534,             0.98445,             0.99446,             0.80791,            0.015253,           0.0026747,          0.00066504,           0.0025775,           0.0025775,           0.0025775
                 292,            0.018194,           0.0038656,           0.0022768,             0.99543,             0.98457,             0.99446,             0.80761,            0.015252,            0.002674,          0.00066297,           0.0025507,           0.0025507,           0.0025507
                 293,            0.018192,           0.0040172,           0.0023149,             0.99531,             0.98481,              0.9945,             0.80786,            0.015247,            0.002674,          0.00066047,           0.0025241,           0.0025241,           0.0025241
                 294,            0.017943,           0.0038604,           0.0022825,             0.99523,               0.985,             0.99448,             0.80768,            0.015255,           0.0026737,          0.00065848,           0.0024977,           0.0024977,           0.0024977
                 295,            0.018051,           0.0039098,              0.0026,             0.99532,             0.98495,             0.99448,             0.80869,            0.015247,           0.0026718,          0.00065707,           0.0024714,           0.0024714,           0.0024714
                 296,            0.018116,           0.0039379,           0.0027466,             0.99538,             0.98504,             0.99448,             0.80872,            0.015241,            0.002671,           0.0006558,           0.0024454,           0.0024454,           0.0024454
                 297,            0.018431,           0.0039159,           0.0026713,             0.99526,             0.98508,              0.9945,             0.80833,            0.015232,             0.00267,          0.00065462,           0.0024195,           0.0024195,           0.0024195
                 298,            0.018018,           0.0039223,           0.0022448,             0.99525,             0.98567,             0.99448,             0.80822,             0.01523,           0.0026693,          0.00065188,           0.0023939,           0.0023939,           0.0023939
                 299,            0.018146,           0.0039031,           0.0023343,             0.99525,             0.98582,             0.99448,              0.8087,             0.01523,           0.0026689,          0.00065017,           0.0023684,           0.0023684,           0.0023684
                 300,            0.017828,           0.0038734,           0.0023957,             0.99527,              0.9858,              0.9945,             0.80889,            0.015231,           0.0026676,          0.00064871,           0.0023431,           0.0023431,           0.0023431
                 301,            0.017945,           0.0038587,            0.002654,              0.9973,             0.98603,             0.99454,             0.80835,            0.015225,           0.0026672,          0.00064661,            0.002318,            0.002318,            0.002318
                 302,            0.017846,           0.0038955,           0.0024085,             0.99724,             0.98597,             0.99454,             0.80836,            0.015218,           0.0026658,          0.00064492,           0.0022931,           0.0022931,           0.0022931
                 303,            0.018025,           0.0038807,           0.0025485,             0.99733,             0.98578,             0.99454,             0.80893,            0.015221,           0.0026656,          0.00064363,           0.0022684,           0.0022684,           0.0022684
                 304,            0.017993,           0.0038601,           0.0022424,             0.99731,             0.98586,             0.99454,             0.80919,            0.015218,           0.0026652,          0.00064208,           0.0022439,           0.0022439,           0.0022439
                 305,            0.018015,           0.0038425,           0.0022992,             0.99727,             0.98583,             0.99454,             0.80889,            0.015214,           0.0026646,          0.00064081,           0.0022196,           0.0022196,           0.0022196
                 306,            0.018123,           0.0039269,           0.0025539,              0.9972,             0.98584,             0.99454,             0.80903,            0.015211,           0.0026642,          0.00063949,           0.0021955,           0.0021955,           0.0021955
                 307,            0.017803,           0.0040132,           0.0024689,             0.99715,             0.98578,             0.99454,             0.80884,              0.0152,           0.0026638,          0.00063846,           0.0021717,           0.0021717,           0.0021717
                 308,            0.017865,           0.0038585,           0.0022431,             0.99724,             0.98565,             0.99454,             0.80882,            0.015193,           0.0026635,          0.00063678,            0.002148,            0.002148,            0.002148
                 309,            0.017946,           0.0039014,           0.0021792,             0.99736,             0.98549,             0.99454,             0.80809,            0.015185,           0.0026624,          0.00063567,           0.0021245,           0.0021245,           0.0021245
